timestamp,equipment_id,equipment_type,product_type,work_order_id,workpiece_id,process_code,running,spindle_speed_rpm,feed_rate_mm_min,power_kw,vibration_rms,temperature_c,pressure_mpa,vacuum_pa,coolant_flow_l_min,alarm_code,equipment_health_label
2025-01-03 21:05:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.048,0.3567,23.134,0.0746,0.114915,0.0,,0
2025-01-03 21:06:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,15.5,4.37,0.0,0.2273,23.226,0.1023,0.071031,0.0,,0
2025-01-03 21:07:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,25.73,0.0,0.0,0.1479,26.508,0.1177,0.123587,0.681,,0
2025-01-03 21:08:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.32,0.751,0.1638,23.434,0.0979,0.065964,0.0,,0
2025-01-03 21:09:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,83.66,1.51,1.022,0.353,23.398,0.143,0.08928,0.0,,0
2025-01-03 21:10:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,226.68,0.0,0.768,0.2852,22.938,0.1217,0.092992,2.328,,0
2025-01-03 21:11:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,98.39,0.0,2.07,0.201,23.308,0.1645,0.119143,1.603,,0
2025-01-03 21:12:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,140.14,12.85,3.87,0.2347,25.475,0.006,0.116515,1.562,,0
2025-01-03 21:13:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,107.64,0.02,7.299,0.2947,23.621,0.1426,0.104007,0.26,,0
2025-01-03 21:14:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.07,1.543,0.2921,26.059,0.1286,0.099278,0.0,,0
2025-01-03 21:15:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.031,0.2227,22.38,0.1259,0.104119,2.169,,0
2025-01-03 21:16:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,101.14,0.0,1.741,0.226,23.525,0.1072,0.134218,0.0,,0
2025-01-03 21:17:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,17.51,0.0,0.2314,23.345,0.1256,0.087888,1.556,,0
2025-01-03 21:18:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,106.43,0.0,0.0,0.0,24.412,0.0878,0.133258,0.0,,0
2025-01-03 21:19:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,19.09,0.0,1.335,0.2344,24.03,0.0504,0.118755,1.602,,0
2025-01-03 21:20:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,50.22,0.0,2.729,0.0574,23.678,0.1202,0.098597,0.0,,0
2025-01-03 21:21:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,6.38,2.008,0.2809,23.685,0.0,0.110994,0.0,,0
2025-01-03 21:22:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,4.41,2.752,0.2055,23.787,0.1543,0.115708,0.351,,0
2025-01-03 21:23:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,3.34,4.848,0.2816,23.377,0.0708,0.094628,0.0,,0
2025-01-03 21:24:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,8.63,0.278,0.1616,22.758,0.1059,0.112108,0.0,,0
2025-01-03 21:25:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,8.13,1.57,6.135,0.1954,23.198,0.0488,0.127696,0.786,,0
2025-01-03 21:26:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,23.27,11.75,1.397,0.2277,22.405,0.1382,0.104476,0.22,,0
2025-01-03 21:27:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,23.68,0.0,3.213,0.2223,24.846,0.082,0.109106,0.0,,0
2025-01-03 21:28:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,107.61,5.42,5.972,0.1126,25.157,0.0381,0.109364,1.977,,0
2025-01-03 21:29:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,44.88,6.23,4.487,0.1428,25.513,0.0829,0.119025,0.496,,0
2025-01-03 21:30:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,249.25,7.96,2.049,0.2018,23.533,0.0899,0.123406,0.0,,0
2025-01-03 21:31:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.832,0.2798,25.197,0.0799,0.123476,0.0,,0
2025-01-03 21:32:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,117.5,5.21,0.999,0.1134,22.681,0.0816,0.09846,3.138,,0
2025-01-03 21:33:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.039,0.0907,24.118,0.0915,0.070261,2.348,,0
2025-01-03 21:34:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.149,0.0171,24.153,0.0691,0.093574,0.0,,0
2025-01-03 21:35:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.92,3.935,0.2645,23.422,0.2196,0.116489,0.0,,0
2025-01-03 21:36:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.0863,24.921,0.1462,0.104658,1.804,,0
2025-01-03 21:37:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,45.96,0.0,0.0,0.16,24.63,0.0525,0.105543,0.0,,0
2025-01-03 21:38:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,61.61,0.41,0.0,0.2174,22.926,0.0599,0.065353,0.0,,0
2025-01-03 21:39:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,9.36,3.334,0.2725,24.333,0.0432,0.039922,0.0,,0
2025-01-03 21:40:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,51.29,0.12,1.014,0.0566,24.192,0.0985,0.124134,0.051,,0
2025-01-03 21:41:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,10.61,0.0,0.1872,26.118,0.1496,0.105056,0.0,,0
2025-01-03 21:42:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,100.96,3.95,2.451,0.1859,22.526,0.1119,0.129678,1.721,,0
2025-01-03 21:43:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,1.301,0.4636,23.671,0.1197,0.077584,0.0,,0
2025-01-03 21:44:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,24.68,0.0,0.0,0.1931,22.983,0.1159,0.082029,0.822,,0
2025-01-03 21:45:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.0988,23.708,0.0913,0.091484,0.0,,0
2025-01-03 21:46:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,10.78,0.0,0.0,0.1283,25.876,0.0579,0.117097,0.239,,0
2025-01-03 21:47:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.86,8.389,0.3038,24.929,0.2069,0.116138,0.0,,0
2025-01-03 21:48:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,16.57,1.821,0.1211,24.072,0.1303,0.102101,0.0,,0
2025-01-03 21:49:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,9.202,0.3614,23.613,0.0377,0.122938,1.065,,0
2025-01-03 21:50:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,1.933,0.1307,23.163,0.1485,0.093413,0.0,,0
2025-01-03 21:51:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,92.07,13.55,3.476,0.1916,25.66,0.0602,0.111728,0.719,,0
2025-01-03 21:52:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,3.86,5.065,0.2569,24.808,0.0375,0.081871,0.0,,0
2025-01-03 21:53:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,9.49,5.947,0.2502,23.249,0.1373,0.103466,2.107,,0
2025-01-03 21:54:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.48,0.0,0.1068,24.433,0.1451,0.074781,1.614,,0
2025-01-03 21:55:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,59.45,0.0,5.162,0.1529,23.98,0.1712,0.107373,0.0,,0
2025-01-03 21:56:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.2557,25.682,0.0868,0.088361,1.25,,0
2025-01-03 21:57:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,275.71,4.44,3.981,0.2703,24.651,0.1051,0.099143,1.229,,0
2025-01-03 21:58:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,1.628,0.2563,22.747,0.1049,0.066872,2.087,,0
2025-01-03 21:59:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.709,0.1322,23.703,0.0945,0.094594,0.0,,0
2025-01-03 22:00:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,67.78,4.69,4.978,0.3004,23.692,0.0866,0.102331,1.297,,0
2025-01-03 22:01:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.2065,21.979,0.1044,0.093286,2.26,,0
2025-01-03 22:02:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,9.96,1.179,0.1893,26.799,0.0455,0.089666,0.0,,0
2025-01-03 22:03:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,95.91,2.23,0.355,0.1867,22.69,0.1223,0.119035,0.0,,0
2025-01-03 22:04:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,123.22,9.27,4.797,0.1263,23.877,0.1225,0.08512,0.136,,0
2025-01-03 22:05:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,8.02,0.0,0.3283,24.842,0.0705,0.079345,0.0,,0
2025-01-03 22:06:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,22.66,0.0,1.347,0.2518,23.498,0.0515,0.107604,0.0,,0
2025-01-03 22:07:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,51.99,0.0,0.255,0.219,23.785,0.0533,0.085434,0.0,,0
2025-01-03 22:08:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,81.14,1.67,2.993,0.2488,25.274,0.0751,0.092892,1.319,,0
2025-01-03 22:09:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,15.29,3.2,0.1371,23.679,0.0713,0.103285,2.195,,0
2025-01-03 22:10:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,16.09,0.629,0.2197,24.047,0.0956,0.0708,1.777,,0
2025-01-03 22:11:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,1.552,0.1566,24.058,0.0836,0.093456,0.0,,0
2025-01-03 22:12:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,102.51,8.94,0.96,0.1426,24.915,0.1417,0.088798,0.0,,0
2025-01-03 22:13:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.73,0.0,0.074,24.68,0.2058,0.112594,0.985,,0
2025-01-03 22:14:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,92.41,5.02,0.0,0.2106,22.709,0.1038,0.120376,0.0,,0
2025-01-03 22:15:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.94,0.0,0.2933,25.438,0.093,0.121576,0.0,,0
2025-01-03 22:16:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,6.52,3.636,0.3043,24.13,0.0677,0.099718,0.0,,0
2025-01-03 22:17:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,66.98,0.0,4.977,0.0812,24.247,0.1246,0.071192,0.229,,0
2025-01-03 22:18:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,14.06,1.59,4.609,0.0464,25.401,0.0127,0.113664,0.42,,0
2025-01-03 22:19:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,165.43,0.0,0.0,0.2553,24.149,0.1153,0.110716,0.0,,0
2025-01-03 22:20:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.052,0.1764,24.5,0.0624,0.104246,0.0,,0
2025-01-03 22:21:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,18.32,9.84,0.983,0.2091,24.657,0.1369,0.090299,0.288,,0
2025-01-03 22:22:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,49.99,0.0,0.0,0.2371,23.003,0.1402,0.109966,2.45,,0
2025-01-03 22:23:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,1.714,0.2458,22.929,0.0386,0.046563,3.591,,0
2025-01-03 22:24:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.65,0.0,0.1738,23.52,0.1001,0.09724,1.689,,0
2025-01-03 22:25:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.977,0.2296,22.816,0.0675,0.089256,0.527,,0
2025-01-03 22:26:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.2181,23.715,0.0923,0.093787,0.662,,0
2025-01-03 22:27:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,46.51,2.0,5.812,0.1865,23.887,0.0954,0.102883,0.0,,0
2025-01-03 22:28:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.331,0.2666,24.134,0.1191,0.128475,0.07,,0
2025-01-03 22:29:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,120.27,0.0,0.629,0.1426,25.554,0.109,0.076942,1.341,,0
2025-01-03 22:30:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,65.52,0.0,2.212,0.2153,24.129,0.0052,0.065587,0.0,,0
2025-01-03 22:31:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.517,0.1465,23.663,0.1242,0.07425,0.0,,0
2025-01-03 22:32:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.392,0.2809,22.025,0.1742,0.1113,1.954,,0
2025-01-03 22:33:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.59,1.009,0.2058,24.434,0.1098,0.068778,0.0,,0
2025-01-03 22:34:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,22.87,0.0,0.0,0.1153,25.639,0.1439,0.124864,3.271,,0
2025-01-03 22:35:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,141.09,12.54,1.269,0.125,24.741,0.1485,0.062645,4.818,,0
2025-01-03 22:36:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,134.96,0.0,0.122,0.2781,22.593,0.1326,0.07541,0.0,,0
2025-01-03 22:37:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.869,0.3406,24.391,0.0942,0.094252,2.285,,0
2025-01-03 22:38:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,60.98,5.45,4.333,0.1578,26.523,0.117,0.092279,0.656,,0
2025-01-03 22:39:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.075,0.0966,22.175,0.0469,0.072772,0.0,,0
2025-01-03 22:40:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,149.56,0.5,1.663,0.1506,23.229,0.0754,0.108179,1.503,,0
2025-01-03 22:41:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.1,0.0,1.62,0.165,23.62,0.0894,0.073665,0.778,,0
2025-01-03 22:42:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,123.68,13.7,1.807,0.3964,24.541,0.0517,0.107156,1.902,,0
2025-01-03 22:43:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.77,4.989,0.1529,23.579,0.096,0.109091,0.889,,0
2025-01-03 22:44:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,16.41,0.0,1.813,0.3013,22.882,0.0951,0.104358,0.0,,0
2025-01-03 22:45:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,175.23,10.72,3.971,0.1491,23.515,0.0921,0.123939,0.0,,0
2025-01-03 22:46:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,3.16,0.0,0.054,0.205,22.964,0.1209,0.110486,0.459,,0
2025-01-03 22:47:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,25.14,0.0,0.0,0.1046,23.546,0.0644,0.102476,0.0,,0
2025-01-03 22:48:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,25.76,0.0,0.0,0.2067,24.856,0.1526,0.13985,0.606,,0
2025-01-03 22:49:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,40.95,6.63,0.721,0.077,23.138,0.1638,0.104813,0.0,,0
2025-01-03 22:50:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.749,0.2687,25.679,0.1813,0.092795,0.019,,0
2025-01-03 22:51:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,5.5,4.778,0.2901,24.551,0.0745,0.106261,0.0,,0
2025-01-03 22:52:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,3.62,0.0,0.2482,24.504,0.1279,0.087139,0.017,,0
2025-01-03 22:53:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,92.66,2.43,5.645,0.2495,23.832,0.0588,0.083987,0.0,,0
2025-01-03 22:54:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,219.34,0.0,0.0,0.2283,23.447,0.1342,0.105016,0.544,,0
2025-01-03 22:55:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.783,0.1325,23.14,0.0353,0.068649,0.0,,0
2025-01-03 22:56:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,10.76,0.265,0.3372,24.207,0.0854,0.135924,0.0,,0
2025-01-03 22:57:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,131.98,5.29,1.622,0.1735,22.468,0.0966,0.14075,0.0,,0
2025-01-03 22:58:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,92.36,0.0,3.192,0.0817,22.16,0.06,0.097271,0.0,,0
2025-01-03 22:59:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.323,0.2441,22.675,0.1308,0.112911,0.887,,0
2025-01-03 23:00:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,98.38,0.0,0.201,0.2082,24.489,0.0888,0.10512,0.0,,0
2025-01-03 23:01:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,86.36,0.0,0.059,0.2454,24.538,0.1408,0.11139,0.0,,0
2025-01-03 23:02:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,39.31,0.0,4.655,0.2807,23.423,0.0179,0.09293,0.017,,0
2025-01-03 23:03:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.188,0.1224,23.736,0.109,0.085877,0.73,,0
2025-01-03 23:04:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.59,2.624,0.0397,24.386,0.0993,0.092242,0.548,,0
2025-01-03 23:05:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,55.2,11.65,0.0,0.2419,25.491,0.1259,0.099059,0.0,,0
2025-01-03 23:06:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,96.69,0.0,0.229,0.1455,24.974,0.0768,0.083517,1.061,,0
2025-01-03 23:07:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,52.22,4.45,0.0,0.2323,24.301,0.0638,0.077777,0.0,,0
2025-01-03 23:08:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,111.39,6.08,1.012,0.0552,21.875,0.1502,0.131296,2.417,,0
2025-01-03 23:09:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.543,0.2611,22.396,0.1339,0.120968,1.596,,0
2025-01-03 23:10:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,134.77,0.0,0.0,0.1637,22.298,0.1529,0.122229,0.0,,0
2025-01-03 23:11:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,122.85,6.53,4.184,0.2018,23.684,0.074,0.07578,0.0,,0
2025-01-03 23:12:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,35.5,0.0,0.0,0.2923,25.403,0.1599,0.09454,0.0,,0
2025-01-03 23:13:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,47.39,18.45,0.0,0.2456,24.033,0.1446,0.09807,0.0,,0
2025-01-03 23:14:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,11.95,0.0,0.0935,22.167,0.1572,0.108121,0.0,,0
2025-01-03 23:15:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.123,0.1758,23.614,0.097,0.104201,0.0,,0
2025-01-03 23:16:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,55.78,1.42,0.953,0.092,24.433,0.0597,0.083418,0.0,,0
2025-01-03 23:17:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,38.55,2.8,0.0,0.0376,24.759,0.0932,0.105589,0.747,,0
2025-01-03 23:18:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,26.43,0.0,1.513,0.1961,21.72,0.0419,0.092464,0.0,,0
2025-01-03 23:19:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,63.53,0.0,0.0,0.2263,23.177,0.0859,0.104613,0.306,,0
2025-01-03 23:20:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,7.436,0.2079,25.543,0.1096,0.072832,0.0,,0
2025-01-03 23:21:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.992,0.2776,23.419,0.1214,0.08775,1.907,,0
2025-01-03 23:22:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.53,2.265,0.2093,23.767,0.0719,0.095314,2.301,,0
2025-01-03 23:23:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,110.36,0.0,3.013,0.1871,23.954,0.043,0.115021,0.409,,0
2025-01-03 23:24:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.495,0.2521,24.464,0.0772,0.098729,0.404,,0
2025-01-03 23:25:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,87.88,0.0,1.651,0.1512,23.548,0.0578,0.076997,0.0,,0
2025-01-03 23:26:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,65.73,5.49,2.422,0.2397,23.83,0.0437,0.119453,0.0,,0
2025-01-03 23:27:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,14.73,4.704,0.1879,23.794,0.0117,0.085626,0.77,,0
2025-01-03 23:28:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,6.627,0.148,24.393,0.0421,0.092189,0.0,,0
2025-01-03 23:29:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,96.36,0.0,0.0,0.1821,23.686,0.1068,0.099469,0.172,,0
2025-01-03 23:30:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.15,3.407,0.2843,24.945,0.1365,0.12269,2.579,,0
2025-01-03 23:31:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,25.42,0.1,0.0,0.1854,23.1,0.0422,0.086421,3.053,,0
2025-01-03 23:32:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,61.16,9.32,1.883,0.18,23.333,0.0731,0.094652,1.449,,0
2025-01-03 23:33:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,28.6,15.62,0.0,0.1778,23.545,0.0288,0.110969,0.919,,0
2025-01-03 23:34:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.848,0.1811,24.863,0.1689,0.112447,3.13,,0
2025-01-03 23:35:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,30.24,10.7,2.335,0.1363,25.054,0.0924,0.098011,0.0,,0
2025-01-03 23:36:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.95,0.232,24.123,0.1746,0.104137,0.854,,0
2025-01-03 23:37:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,9.37,0.0,0.1235,23.247,0.07,0.094789,0.0,,0
2025-01-03 23:38:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,11.25,3.756,0.2471,23.976,0.1119,0.082072,0.0,,0
2025-01-03 23:39:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.096,0.2902,23.923,0.0923,0.115413,0.0,,0
2025-01-03 23:40:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,15.19,3.794,0.2996,23.465,0.0426,0.086827,0.0,,0
2025-01-03 23:41:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,46.54,0.42,3.102,0.2558,23.897,0.0223,0.089572,2.417,,0
2025-01-03 23:42:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,14.08,0.0,0.0,0.1928,23.738,0.1552,0.129958,0.883,,0
2025-01-03 23:43:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.956,0.27,24.417,0.1161,0.091738,0.0,,0
2025-01-03 23:44:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,1.66,16.25,0.0,0.4242,24.236,0.1137,0.077048,1.024,,0
2025-01-03 23:45:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,69.65,0.8,3.783,0.2498,23.405,0.0813,0.088415,0.807,,0
2025-01-03 23:46:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,5.221,0.1218,25.14,0.1239,0.079778,2.21,,0
2025-01-03 23:47:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,16.45,0.0,0.1826,24.135,0.0669,0.089963,0.0,,0
2025-01-03 23:48:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.43,2.35,0.236,23.579,0.0281,0.076606,1.551,,0
2025-01-03 23:49:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,32.23,3.34,3.07,0.1934,23.768,0.1197,0.091176,1.892,,0
2025-01-03 23:50:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,76.95,2.86,5.239,0.2744,23.613,0.1589,0.106291,0.0,,0
2025-01-03 23:51:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,11.4,0.0,0.1405,23.127,0.0811,0.093488,3.004,,0
2025-01-03 23:52:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,6.02,2.274,0.1749,24.882,0.1294,0.086754,0.0,,0
2025-01-03 23:53:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,6.76,0.0,0.2527,24.745,0.111,0.096747,1.731,,0
2025-01-03 23:54:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,36.8,3.63,0.0,0.2884,24.247,0.104,0.085135,0.0,,0
2025-01-03 23:55:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,8.745,0.1679,22.506,0.1412,0.053496,0.0,,0
