work_order_id,workpiece_id,product_type,process_code,inspection_time,dimension_error,surface_roughness_ra,curvature_error,thickness_error,quality_result,quality_card_flag,rework_flag,scrap_flag
WO_0019,WP_0019,single_crystal_silicon,SC06,2025-01-02 03:35:00+00:00,-1.1279,0.1673,-0.162,-0.0612,rework,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC08,2025-01-02 04:49:00+00:00,-0.007,0.1405,-0.2094,0.6689,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC10,2025-01-02 05:54:00+00:00,0.7964,0.1588,0.014,-0.0652,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC11,2025-01-02 06:53:00+00:00,0.1451,0.0835,0.4122,0.2763,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC13,2025-01-02 09:06:00+00:00,-1.3084,0.1295,-0.0417,-0.132,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC15,2025-01-02 11:08:00+00:00,-1.1125,0.1775,-0.072,0.087,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG01,2025-01-02 00:49:00+00:00,-0.4746,0.107,0.2549,-0.0316,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG02,2025-01-02 01:55:00+00:00,1.8397,0.1236,0.8927,0.1072,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG03,2025-01-02 03:41:00+00:00,0.3678,0.1595,0.0201,-0.3859,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG04,2025-01-02 04:30:00+00:00,0.0876,0.165,-0.0067,-0.6781,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG05,2025-01-02 05:17:00+00:00,-1.1657,0.1044,0.8529,0.135,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG06,2025-01-02 06:57:00+00:00,0.6221,0.0876,0.439,-0.4119,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG07,2025-01-02 07:42:00+00:00,-0.0181,0.0951,-0.5359,-0.1061,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG08,2025-01-02 09:14:00+00:00,0.5696,0.0727,-0.2831,-0.1874,pass,0,0,0
WO_0020,WP_0020,chalcogenide_glass,CG10,2025-01-02 10:29:00+00:00,-0.0345,0.1999,0.0662,0.0204,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG01,2025-01-02 02:35:00+00:00,0.1682,0.0914,0.656,-0.0946,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG02,2025-01-02 03:52:00+00:00,-0.1873,0.1125,-0.2122,0.3237,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG03,2025-01-02 05:16:00+00:00,0.4938,0.1422,0.1547,0.2944,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG04,2025-01-02 07:03:00+00:00,0.5994,0.0525,-0.4651,0.4549,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG05,2025-01-02 07:37:00+00:00,-0.084,0.1746,-0.1183,-0.5342,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG06,2025-01-02 08:50:00+00:00,-1.2536,0.091,-0.2909,-0.1096,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG07,2025-01-02 09:19:00+00:00,0.6172,0.1524,-0.0729,-0.1176,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG08,2025-01-02 10:14:00+00:00,-0.7522,0.0946,-0.5817,0.0486,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG09,2025-01-02 12:03:00+00:00,-0.1759,0.1337,-0.0065,-0.4361,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG10,2025-01-02 13:23:00+00:00,-1.7713,0.1338,0.5948,-0.0459,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG11,2025-01-02 14:47:00+00:00,-1.2967,0.0262,0.4714,-0.2955,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG12,2025-01-02 15:51:00+00:00,-0.1391,0.0908,0.189,0.1358,pass,0,0,0
WO_0021,WP_0021,microcrystalline_glass,MG13,2025-01-02 16:37:00+00:00,-0.8541,0.1178,0.5663,0.3794,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC01,2025-01-02 02:52:00+00:00,0.4065,0.1278,-0.1088,-0.1151,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC02,2025-01-02 03:37:00+00:00,0.0629,0.0929,0.2661,0.8743,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC04,2025-01-02 04:40:00+00:00,0.6095,0.167,0.0962,0.3396,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC06,2025-01-02 06:34:00+00:00,-0.6646,0.1258,-0.0085,0.0849,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC08,2025-01-02 08:42:00+00:00,-1.1769,0.1401,-1.2071,0.1945,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC10,2025-01-02 10:26:00+00:00,-0.5553,0.0997,0.6364,0.1609,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC11,2025-01-02 11:32:00+00:00,0.3108,0.0496,0.3759,0.0386,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC13,2025-01-02 13:08:00+00:00,-0.557,0.129,0.001,0.0846,pass,0,0,0
WO_0022,WP_0022,single_crystal_silicon,SC15,2025-01-02 15:18:00+00:00,-0.1819,0.0554,0.4943,0.1094,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG01,2025-01-02 04:33:00+00:00,-0.4302,0.1691,-0.3198,0.1921,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG02,2025-01-02 06:05:00+00:00,0.6984,0.0986,-0.7863,-0.4146,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG03,2025-01-02 07:30:00+00:00,0.3282,0.1014,1.1873,-0.5213,rework,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG04,2025-01-02 08:24:00+00:00,0.1131,0.027,0.1184,0.5709,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG05,2025-01-02 08:56:00+00:00,-0.1312,0.0968,-1.1379,0.1923,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG06,2025-01-02 09:41:00+00:00,-0.4669,0.0989,0.3031,-0.4015,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG07,2025-01-02 10:23:00+00:00,1.5384,0.1651,0.0488,-0.2822,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG08,2025-01-02 10:51:00+00:00,-0.0727,0.1188,-0.1072,-0.4326,pass,0,0,0
WO_0023,WP_0023,chalcogenide_glass,CG10,2025-01-02 11:52:00+00:00,0.0891,0.1045,0.7387,0.152,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG01,2025-01-02 06:07:00+00:00,-0.4616,0.1326,-0.2459,0.2679,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG02,2025-01-02 07:44:00+00:00,-0.4525,0.164,0.3144,0.513,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG03,2025-01-02 08:56:00+00:00,-0.941,0.0889,-0.315,-0.3171,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG04,2025-01-02 09:48:00+00:00,0.6737,0.0833,1.4048,-0.1354,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG05,2025-01-02 10:56:00+00:00,0.8956,0.1319,-0.6734,0.0632,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG06,2025-01-02 12:19:00+00:00,0.0764,0.0225,-0.4917,0.2063,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG07,2025-01-02 14:05:00+00:00,0.2412,0.1606,-0.8292,-0.0024,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG08,2025-01-02 15:37:00+00:00,-0.2606,0.1069,-0.074,-0.169,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG09,2025-01-02 16:51:00+00:00,-0.2435,0.1036,0.0462,-0.5763,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG10,2025-01-02 18:03:00+00:00,0.7686,0.0419,-0.9869,0.0821,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG11,2025-01-02 18:55:00+00:00,0.5315,0.1573,0.242,-0.0782,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG12,2025-01-02 20:33:00+00:00,0.5156,0.0848,0.3369,0.2582,pass,0,0,0
WO_0024,WP_0024,microcrystalline_glass,MG13,2025-01-02 22:24:00+00:00,0.5978,0.1223,-0.5587,0.1244,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC01,2025-01-02 07:09:00+00:00,1.1826,0.084,-0.2937,0.0033,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC02,2025-01-02 08:25:00+00:00,-1.6302,0.1213,-0.5592,-0.1154,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC04,2025-01-02 10:21:00+00:00,0.3801,0.0923,-0.0843,0.3131,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC06,2025-01-02 12:05:00+00:00,0.8193,0.1316,0.0786,-0.0627,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC08,2025-01-02 14:09:00+00:00,-0.493,0.0722,-0.5322,-0.5485,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC10,2025-01-02 16:21:00+00:00,1.1377,0.1017,0.0507,-0.6024,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC11,2025-01-02 17:07:00+00:00,-1.249,0.1417,0.5123,-0.235,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC13,2025-01-02 19:12:00+00:00,0.3624,0.102,-0.5379,-0.1664,pass,0,0,0
WO_0025,WP_0025,single_crystal_silicon,SC15,2025-01-02 20:37:00+00:00,0.0259,0.1259,-0.2349,0.1306,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG01,2025-01-02 08:19:00+00:00,-2.3337,0.1676,-1.5238,-0.1848,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG02,2025-01-02 09:03:00+00:00,-0.875,0.1611,-0.9608,0.3387,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG03,2025-01-02 10:02:00+00:00,-0.8138,0.1546,0.3662,-0.5157,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG04,2025-01-02 11:49:00+00:00,-1.0801,0.1842,-0.0166,-0.3486,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG05,2025-01-02 13:11:00+00:00,0.0759,0.0709,-1.0902,-0.1139,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG06,2025-01-02 14:33:00+00:00,-0.697,0.2,0.0282,0.0736,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG07,2025-01-02 16:06:00+00:00,-0.8196,0.1563,-0.6013,-0.0859,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG08,2025-01-02 17:44:00+00:00,-0.2167,0.1106,-0.3672,0.1455,pass,0,0,0
WO_0026,WP_0026,chalcogenide_glass,CG10,2025-01-02 19:05:00+00:00,-0.2454,0.1242,0.8483,-0.4021,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG01,2025-01-02 09:24:00+00:00,0.3909,0.1268,-0.2802,0.0093,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG02,2025-01-02 10:03:00+00:00,0.1587,0.0893,-0.4031,-0.4081,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG03,2025-01-02 11:34:00+00:00,0.7721,0.1235,0.196,0.0912,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG04,2025-01-02 12:27:00+00:00,-0.3616,0.0934,0.217,0.0756,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG05,2025-01-02 13:03:00+00:00,-0.8887,0.1676,0.3128,-0.3794,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG06,2025-01-02 13:46:00+00:00,0.1274,0.1189,-0.3302,0.1746,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG07,2025-01-02 15:15:00+00:00,0.1039,0.1172,-0.6667,-0.4415,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG08,2025-01-02 16:24:00+00:00,-0.3825,0.1723,-0.2467,0.1978,rework,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG09,2025-01-02 17:24:00+00:00,-0.37,0.1599,-0.4968,0.0884,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG10,2025-01-02 18:20:00+00:00,-0.6108,0.0648,-0.4972,0.1981,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG11,2025-01-02 18:53:00+00:00,0.6135,0.071,0.5795,0.8572,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG12,2025-01-02 19:44:00+00:00,-0.3943,0.0476,-0.3014,-0.3279,pass,0,0,0
WO_0027,WP_0027,microcrystalline_glass,MG13,2025-01-02 20:52:00+00:00,0.3038,0.1076,-0.0864,0.2894,rework,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC01,2025-01-02 11:20:00+00:00,-0.2737,0.0637,-0.9889,-0.0785,rework,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC02,2025-01-02 12:06:00+00:00,-0.0276,0.1222,-1.078,-0.2745,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC04,2025-01-02 13:52:00+00:00,0.6217,0.1162,-0.234,-0.1888,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC06,2025-01-02 16:07:00+00:00,0.0757,0.1514,0.4354,-0.2414,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC08,2025-01-02 17:28:00+00:00,0.6175,0.1088,-0.256,0.4203,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC10,2025-01-02 18:47:00+00:00,0.729,0.1279,0.2447,-0.0778,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC11,2025-01-02 19:40:00+00:00,0.618,0.1422,0.0221,-0.2427,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC13,2025-01-02 21:03:00+00:00,0.3378,0.1627,0.049,0.7014,pass,0,0,0
WO_0028,WP_0028,single_crystal_silicon,SC15,2025-01-02 22:27:00+00:00,0.677,0.1328,0.6296,-0.0285,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG01,2025-01-02 11:51:00+00:00,-0.5554,0.0823,0.4683,-0.1093,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG02,2025-01-02 12:38:00+00:00,-0.6774,0.077,0.1121,0.1803,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG03,2025-01-02 13:14:00+00:00,-0.5951,0.0991,-0.472,0.3903,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG04,2025-01-02 14:51:00+00:00,2.2501,0.0516,-0.3692,-0.1849,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG05,2025-01-02 16:13:00+00:00,-0.9733,0.1334,0.0258,0.1443,rework,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG06,2025-01-02 17:22:00+00:00,1.6969,0.1294,-0.9312,-0.3007,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG07,2025-01-02 18:24:00+00:00,-0.3747,0.2004,0.2745,0.2178,rework,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG08,2025-01-02 19:26:00+00:00,0.1384,0.0457,-0.0902,0.0042,pass,0,0,0
WO_0029,WP_0029,chalcogenide_glass,CG10,2025-01-02 21:34:00+00:00,0.4838,0.1632,-0.1472,-0.1368,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG01,2025-01-02 12:42:00+00:00,0.6323,0.1592,0.6458,0.5335,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG02,2025-01-02 13:21:00+00:00,-0.0785,0.094,-0.7428,0.0278,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG03,2025-01-02 14:53:00+00:00,-0.8797,0.1294,0.0755,0.1738,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG04,2025-01-02 16:12:00+00:00,-0.862,0.0685,0.7914,-0.277,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG05,2025-01-02 17:54:00+00:00,-0.722,0.1078,0.6147,-0.2418,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG06,2025-01-02 18:43:00+00:00,-0.4964,0.0567,-0.3723,-0.0164,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG07,2025-01-02 20:31:00+00:00,0.5401,0.0247,0.5169,-0.3547,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG08,2025-01-02 21:34:00+00:00,0.4407,0.0249,-0.3924,0.0415,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG09,2025-01-02 22:28:00+00:00,0.4868,0.1114,-0.9232,-0.1366,rework,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG10,2025-01-02 23:01:00+00:00,0.7267,0.1251,-1.5319,-0.3834,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG11,2025-01-03 00:11:00+00:00,0.9882,0.1205,0.5525,0.0831,pass,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG12,2025-01-03 01:34:00+00:00,1.8219,0.1588,-0.7902,0.134,rework,0,0,0
WO_0030,WP_0030,microcrystalline_glass,MG13,2025-01-03 03:00:00+00:00,0.932,0.1571,1.2863,-0.225,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC01,2025-01-02 15:03:00+00:00,-2.2101,0.1026,0.1847,-0.148,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC02,2025-01-02 15:40:00+00:00,0.2091,0.1531,0.1396,0.4106,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC04,2025-01-02 17:42:00+00:00,1.7875,0.1092,0.2097,0.3773,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC06,2025-01-02 18:54:00+00:00,1.1759,0.1268,0.4998,-0.2706,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC08,2025-01-02 19:55:00+00:00,2.2139,0.1534,0.5247,0.2532,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC10,2025-01-02 21:36:00+00:00,-0.7758,0.1129,-0.3459,0.4506,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC11,2025-01-02 22:50:00+00:00,-0.0298,0.1279,-0.5926,-0.6559,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC13,2025-01-03 00:41:00+00:00,-0.7984,0.1059,0.2402,0.7596,pass,0,0,0
WO_0031,WP_0031,single_crystal_silicon,SC15,2025-01-03 01:54:00+00:00,-0.8805,0.1105,-0.0574,0.4779,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG01,2025-01-02 16:00:00+00:00,-0.5592,0.1217,-0.0434,-0.0821,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG02,2025-01-02 17:14:00+00:00,0.5472,0.0954,-0.8044,0.2006,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG03,2025-01-02 18:48:00+00:00,0.5648,0.0536,0.1544,-0.2662,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG04,2025-01-02 19:15:00+00:00,-0.5154,0.1435,-0.223,0.2941,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG05,2025-01-02 20:47:00+00:00,0.4608,0.0854,-0.8237,0.0872,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG06,2025-01-02 22:29:00+00:00,-0.7208,0.183,-0.8514,-0.4324,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG07,2025-01-02 23:46:00+00:00,-0.5057,0.1446,-1.1635,-0.5584,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG08,2025-01-03 00:36:00+00:00,0.0807,0.1654,1.0534,-0.1731,pass,0,0,0
WO_0032,WP_0032,chalcogenide_glass,CG10,2025-01-03 01:54:00+00:00,0.082,0.1103,-0.479,-0.2949,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG01,2025-01-02 17:47:00+00:00,0.4569,0.0811,0.3698,0.2458,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG02,2025-01-02 18:32:00+00:00,0.6152,0.1528,-0.2675,-0.1209,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG03,2025-01-02 19:50:00+00:00,0.0717,0.1598,-0.3023,-0.5527,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG04,2025-01-02 21:11:00+00:00,-0.1237,0.0724,-0.3514,-0.2322,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG05,2025-01-02 22:16:00+00:00,0.0129,0.1016,-0.2166,0.0983,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG06,2025-01-02 23:57:00+00:00,-1.6253,0.1285,0.3811,-0.084,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG07,2025-01-03 01:34:00+00:00,-0.0287,0.116,-0.0572,0.0321,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG08,2025-01-03 02:48:00+00:00,0.1838,0.1199,0.4077,-0.2105,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG09,2025-01-03 04:30:00+00:00,1.7685,0.1151,-1.0963,-0.1644,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG10,2025-01-03 06:13:00+00:00,0.8069,0.1394,0.6089,0.2758,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG11,2025-01-03 07:01:00+00:00,-0.2457,0.0959,0.8534,0.0649,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG12,2025-01-03 08:00:00+00:00,0.0088,0.1774,0.2776,-0.5134,pass,0,0,0
WO_0033,WP_0033,microcrystalline_glass,MG13,2025-01-03 09:39:00+00:00,0.4348,0.1114,-0.9002,0.5679,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC01,2025-01-02 17:38:00+00:00,0.8659,0.0983,0.5741,0.1627,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC02,2025-01-02 19:21:00+00:00,0.8365,0.0854,-0.811,0.1843,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC04,2025-01-02 21:25:00+00:00,-0.0364,0.1005,-0.1559,0.6062,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC06,2025-01-02 23:39:00+00:00,-1.668,0.1356,-0.19,-0.6298,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC08,2025-01-03 02:08:00+00:00,1.0625,0.1873,0.5668,-0.2825,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC10,2025-01-03 03:25:00+00:00,0.5119,0.1789,0.0915,-0.022,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC11,2025-01-03 04:24:00+00:00,1.013,0.1749,-0.4956,0.2904,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC13,2025-01-03 05:57:00+00:00,1.1281,0.1324,0.3121,-0.25,pass,0,0,0
WO_0034,WP_0034,single_crystal_silicon,SC15,2025-01-03 07:49:00+00:00,0.9903,0.1315,-0.9569,0.3115,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG01,2025-01-02 19:53:00+00:00,0.9432,0.0841,-0.4964,-0.0589,rework,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG02,2025-01-02 21:19:00+00:00,0.659,0.0959,-0.1961,-0.557,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG03,2025-01-02 22:01:00+00:00,-0.617,0.1863,-0.3423,-0.2049,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG04,2025-01-02 22:43:00+00:00,-0.1241,0.1741,0.7331,-0.245,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG05,2025-01-02 23:46:00+00:00,-0.0445,0.1202,0.5701,0.3622,rework,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG06,2025-01-03 01:36:00+00:00,-0.4682,0.1435,-0.044,-0.2908,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG07,2025-01-03 02:07:00+00:00,1.3123,0.0995,0.1456,0.7178,pass,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG08,2025-01-03 03:04:00+00:00,1.0293,0.0869,-0.0104,-0.1758,rework,0,0,0
WO_0035,WP_0035,chalcogenide_glass,CG10,2025-01-03 05:10:00+00:00,-0.5601,0.1061,-0.7144,-0.1268,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG01,2025-01-02 20:44:00+00:00,-0.0159,0.0938,0.3455,0.4308,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG02,2025-01-02 21:46:00+00:00,0.2924,0.1826,0.2543,-0.532,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG03,2025-01-02 22:29:00+00:00,0.7965,0.0924,-0.7428,0.0424,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG04,2025-01-02 23:00:00+00:00,-1.5278,0.0688,-0.516,-0.019,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG05,2025-01-03 00:42:00+00:00,0.3962,0.1258,0.1966,-0.2586,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG06,2025-01-03 01:29:00+00:00,0.9489,0.1284,-0.0881,0.1201,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG07,2025-01-03 02:10:00+00:00,-0.0405,0.1483,-0.0374,-0.3421,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG08,2025-01-03 03:15:00+00:00,0.1295,0.1616,-0.543,0.0527,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG09,2025-01-03 04:02:00+00:00,-0.4683,0.1052,-0.4524,-0.0509,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG10,2025-01-03 04:40:00+00:00,-1.0415,0.1891,-0.2312,-0.0077,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG11,2025-01-03 06:07:00+00:00,1.9666,0.1757,-0.4265,0.1943,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG12,2025-01-03 06:51:00+00:00,0.9281,0.1618,-0.2349,-0.05,pass,0,0,0
WO_0036,WP_0036,microcrystalline_glass,MG13,2025-01-03 08:07:00+00:00,-0.3149,0.0552,0.0569,0.3237,pass,0,0,0
